,Date,Bitcoin,EWJ,FDN,GLD,N,B
238,4/11/18,7927.72998,60.330002,121.440002,128.110001,0.7512047172203911,0.3716529864355195
239,4/12/18,7899.109863,60.23,122.510002,126.620003,0.7783414151661172,0.3700229942996014
240,4/13/18,8022.509765999999,60.23,121.639999,127.449997,0.7562769211260463,0.3770509484991966
241,4/16/18,7921.629883,60.400002,122.32,127.629997,0.7735226984529544,0.3713055696119496
242,4/17/18,8189.959961,60.630001,126.43,127.75,0.8777580522444843,0.386587684530288
243,4/18/18,8301.820313,61.040001000000004,126.66999799999999,127.849998,0.8838447375095106,0.39295843046682744
244,4/19/18,8877.080078,60.810001,126.900002,127.599998,0.8896779609434442,0.42572101117396055
245,4/20/18,8935.719727,60.689999,125.839996,126.629997,0.8627947248288108,0.42906069586927453
246,4/23/18,9655.769531,60.610001000000004,125.379997,125.620003,0.8511285062135432,0.47006945617550844
247,4/24/18,8873.620117,60.389998999999996,122.18,126.230003,0.7699721024600561,0.425523957150017
248,4/25/18,9282.120117,60.580002,121.269997,125.410004,0.7468931524220137,0.4487891236593833
249,4/26/18,8938.469727,60.950001,123.989998,124.970001,0.8158761856454477,0.42921731571725685
250,4/27/18,9351.469727,60.779999,123.959999,125.5,0.8151153690083692,0.452738769250594
251,4/28/18,9248.45,60.639998999999996,123.839996,124.589996,0.8120719249302564,0.44687152052989776
